Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,X_Vel,Z_Vel,Notes
12-06-2023 17:22:00.074,5547,18,2,17,-1,,,
12-06-2023 17:22:00.093,5548,18,2,17,-1,,,
12-06-2023 17:22:00.114,5549,18,2,17,-1,,,
12-06-2023 17:22:00.134,5550,18,2,17,-1,,,
12-06-2023 17:22:00.154,5551,18,2,17,-1,,,
12-06-2023 17:22:00.173,5552,18,2,17,-1,,,
12-06-2023 17:22:00.192,5553,18,2,17,-1,,,
12-06-2023 17:22:00.211,5554,18,2,17,-1,,,
12-06-2023 17:22:00.235,5555,18,2,17,-1,,,
12-06-2023 17:22:00.254,5556,18,2,17,-1,,,
12-06-2023 17:22:00.274,5557,18,2,17,-1,,,
12-06-2023 17:22:00.295,5558,18,2,17,-2,,,
12-06-2023 17:22:00.314,5559,18,2,17,-2,,,
12-06-2023 17:22:00.331,5560,18,2,17,-2,,,
12-06-2023 17:22:00.355,5561,18,2,17,-2,,,
12-06-2023 17:22:00.371,5562,18,2,17,-2,,,
12-06-2023 17:22:00.393,5563,18,2,17,-2,,,
12-06-2023 17:22:00.413,5564,18,2,17,-2,,,
12-06-2023 17:22:00.434,5565,18,2,16,-1,,,
12-06-2023 17:22:00.456,5566,18,2,17,-1,,,
12-06-2023 17:22:00.475,5567,18,3,17,0,,,
12-06-2023 17:22:00.493,5568,18,3,18,-3,,,
12-06-2023 17:22:00.515,5569,18,3,19,2,,,
12-06-2023 17:22:00.533,5570,18,3,21,4,,,
12-06-2023 17:22:00.553,5571,18,3,22,8,,,
12-06-2023 17:22:00.572,5572,18,3,23,7,,,
12-06-2023 17:22:00.592,5573,18,3,23,9,,,
12-06-2023 17:22:00.612,5574,18,3,22,13,,,
12-06-2023 17:22:00.632,5575,18,3,22,16,,,
12-06-2023 17:22:00.656,5576,18,3,21,18,,,
12-06-2023 17:22:00.672,5577,18,3,20,19,,,
12-06-2023 17:22:00.695,5578,18,3,18,17,,,
12-06-2023 17:22:00.715,5579,18,3,16,13,,,
12-06-2023 17:22:00.736,5580,18,3,14,8,,,
12-06-2023 17:22:00.755,5581,18,3,13,6,,,
12-06-2023 17:22:00.774,5582,18,3,18,5,,,
12-06-2023 17:22:00.794,5583,18,3,17,-1,,,
12-06-2023 17:22:00.812,5584,18,3,17,1,,,
12-06-2023 17:22:00.833,5585,18,3,20,0,,,
12-06-2023 17:22:00.852,5586,19,4,18,1,,,
12-06-2023 17:22:00.874,5587,19,4,18,1,,,
12-06-2023 17:22:00.892,5588,19,4,17,1,,,
12-06-2023 17:22:00.912,5589,19,4,16,1,,,
