Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8
12-06-2023 18:17:19.975,2536,11,11,7,-13,,,
12-06-2023 18:17:20.001,2537,11,11,7,-13,,,
12-06-2023 18:17:20.018,2538,11,11,7,-13,,,
12-06-2023 18:17:20.043,2539,26,6,7,-13,,,
12-06-2023 18:17:20.069,2540,31,8,7,-13,,,
12-06-2023 18:17:20.081,2541,31,8,7,-13,,,
12-06-2023 18:17:20.106,2542,33,5,7,-13,,,
12-06-2023 18:17:20.127,2543,33,5,7,-13,,,
12-06-2023 18:17:20.153,2544,29,8,7,-13,,,
12-06-2023 18:17:20.155,2545,29,8,7,-13,,,
12-06-2023 18:17:20.171,2546,20,9,7,-13,,,
12-06-2023 18:17:20.192,2547,12,7,7,-13,,,
12-06-2023 18:17:20.218,2548,12,7,7,-13,,,
12-06-2023 18:17:20.237,2549,10,6,7,-13,,,
12-06-2023 18:17:20.252,2550,10,6,7,-13,,,
12-06-2023 18:17:20.283,2551,8,6,7,-13,,,
12-06-2023 18:17:20.296,2552,8,6,7,-13,,,
12-06-2023 18:17:20.317,2553,5,9,7,-13,,,
12-06-2023 18:17:20.334,2554,5,9,7,-13,,,
12-06-2023 18:17:20.358,2555,5,7,7,-13,,,
12-06-2023 18:17:20.372,2556,6,7,7,-13,,,
12-06-2023 18:17:20.408,2557,8,7,7,-13,,,
12-06-2023 18:17:20.425,2558,9,6,7,-13,,,
12-06-2023 18:17:20.443,2559,10,5,7,-13,,,
12-06-2023 18:17:20.463,2560,10,5,7,-13,,,
12-06-2023 18:17:20.478,2561,12,6,14,-3,,,
12-06-2023 18:17:20.491,2562,12,6,14,-3,,,
12-06-2023 18:17:20.517,2563,13,5,32,-4,,,
12-06-2023 18:17:20.536,2564,14,4,10,-6,,,
12-06-2023 18:17:20.558,2565,-1,12,12,-7,,,
12-06-2023 18:17:20.571,2566,17,10,12,-8,,,
12-06-2023 18:17:20.597,2567,8,3,13,-8,,,
12-06-2023 18:17:20.617,2568,31,6,14,-8,,,
12-06-2023 18:17:20.635,2569,23,7,14,-10,,,
12-06-2023 18:17:20.653,2570,21,7,12,-8,,,
12-06-2023 18:17:20.676,2571,16,7,16,-8,,,
12-06-2023 18:17:20.693,2572,12,8,24,-7,,,
12-06-2023 18:17:20.713,2573,10,8,29,-5,,,
12-06-2023 18:17:20.738,2574,5,8,40,-12,,,
12-06-2023 18:17:20.754,2575,3,8,32,-11,,,
12-06-2023 18:17:20.773,2576,1,9,23,-10,,,
12-06-2023 18:17:20.791,2577,2,10,18,-10,,,
12-06-2023 18:17:20.815,2578,3,9,13,-8,,,
12-06-2023 18:17:20.831,2579,4,8,1,-9,,,
12-06-2023 18:17:20.852,2580,5,8,-3,-12,,,
12-06-2023 18:17:20.874,2581,6,8,0,-16,,,
12-06-2023 18:17:20.891,2582,7,9,6,-13,,,
12-06-2023 18:17:20.914,2583,8,8,6,-8,,,
12-06-2023 18:17:20.932,2584,9,9,11,-6,,,
12-06-2023 18:17:20.954,2585,9,8,13,-8,,,
12-06-2023 18:17:20.975,2586,11,7,19,-6,,,
12-06-2023 18:17:20.992,2587,11,7,26,-6,,,
12-06-2023 18:17:21.014,2588,11,7,28,-7,,,
12-06-2023 18:17:21.031,2589,11,7,29,-8,,,
12-06-2023 18:17:21.051,2590,18,7,26,-7,,,
12-06-2023 18:17:21.072,2591,24,6,23,-9,,,
12-06-2023 18:17:21.097,2592,35,4,11,-7,,,
12-06-2023 18:17:21.114,2593,35,7,9,-7,,,
12-06-2023 18:17:21.136,2594,25,8,1,-7,,,
12-06-2023 18:17:21.153,2595,18,5,0,-7,,,
12-06-2023 18:17:21.173,2596,9,5,1,-6,,,
12-06-2023 18:17:21.195,2597,6,7,2,-5,,,
12-06-2023 18:17:21.213,2598,-1,11,4,-6,,,
12-06-2023 18:17:21.235,2599,-5,13,5,-8,,,
12-06-2023 18:17:21.251,2600,-5,13,5,-9,,,
12-06-2023 18:17:21.271,2601,5,13,7,-9,,,
12-06-2023 18:17:21.292,2602,8,10,8,-9,,,
12-06-2023 18:17:21.313,2603,8,9,8,-8,,,
12-06-2023 18:17:21.333,2604,15,9,9,-8,,,
12-06-2023 18:17:21.354,2605,20,8,10,-7,,,
12-06-2023 18:17:21.372,2606,23,8,10,-7,,,
12-06-2023 18:17:21.398,2607,29,6,11,-8,,,
12-06-2023 18:17:21.415,2608,30,8,11,-8,,,
12-06-2023 18:17:21.431,2609,28,10,12,-8,,,
12-06-2023 18:17:21.453,2610,26,9,12,-8,,,
12-06-2023 18:17:21.474,2611,21,11,12,-9,,,
12-06-2023 18:17:21.496,2612,19,11,13,-9,,,
12-06-2023 18:17:21.524,2613,11,11,14,-7,,,
12-06-2023 18:17:21.531,2614,10,10,15,-7,,,
12-06-2023 18:17:21.557,2615,7,10,21,-5,,,
12-06-2023 18:17:21.571,2616,5,10,24,-5,,,
12-06-2023 18:17:21.593,2617,4,10,40,-10,,,
12-06-2023 18:17:21.614,2618,2,11,35,-12,,,
12-06-2023 18:17:21.632,2619,2,11,27,-10,,,
12-06-2023 18:17:21.651,2620,4,10,19,-11,,,
12-06-2023 18:17:21.674,2621,4,10,16,-9,,,
12-06-2023 18:17:21.694,2622,6,10,3,-10,,,
12-06-2023 18:17:21.719,2623,8,10,3,-6,,,
12-06-2023 18:17:21.738,2624,9,10,3,-4,,,
12-06-2023 18:17:21.754,2625,9,10,4,-3,,,
12-06-2023 18:17:21.773,2626,10,10,8,-2,,,
12-06-2023 18:17:21.797,2627,10,10,21,-7,,,
12-06-2023 18:17:21.814,2628,11,9,23,-4,,,
12-06-2023 18:17:21.831,2629,11,9,19,-1,,,
12-06-2023 18:17:21.852,2630,12,9,25,-3,,,
12-06-2023 18:17:21.872,2631,12,8,31,-2,,,
12-06-2023 18:17:21.891,2632,14,8,33,-2,,,
12-06-2023 18:17:21.915,2633,13,8,32,-5,,,
12-06-2023 18:17:21.931,2634,14,8,32,-6,,,
12-06-2023 18:17:21.953,2635,16,8,30,-6,,,
12-06-2023 18:17:21.971,2636,20,7,28,-5,,,
12-06-2023 18:17:21.991,2637,24,6,24,-5,,,
12-06-2023 18:17:22.013,2638,33,5,22,-5,,,
12-06-2023 18:17:22.031,2639,34,7,20,-5,,,
12-06-2023 18:17:22.054,2640,50,7,17,-4,,,
12-06-2023 18:17:22.072,2641,45,8,14,-3,,,
12-06-2023 18:17:22.094,2642,39,8,12,-4,,,
12-06-2023 18:17:22.114,2643,26,5,8,-4,,,
12-06-2023 18:17:22.134,2644,21,7,4,-6,,,
12-06-2023 18:17:22.154,2645,15,10,5,-6,,,
12-06-2023 18:17:22.174,2646,6,15,6,-5,,,
12-06-2023 18:17:22.195,2647,7,14,8,-6,,,
12-06-2023 18:17:22.211,2648,7,14,8,-6,,,
12-06-2023 18:17:22.231,2649,11,14,10,-6,,,
12-06-2023 18:17:22.251,2650,21,15,11,-7,,,
12-06-2023 18:17:22.272,2651,22,9,12,-7,,,
12-06-2023 18:17:22.291,2652,21,3,12,-7,,,
12-06-2023 18:17:22.315,2653,28,7,13,-7,,,
12-06-2023 18:17:22.338,2654,31,4,14,-7,,,
12-06-2023 18:17:22.351,2655,32,8,14,-8,,,
12-06-2023 18:17:22.374,2656,33,12,14,-8,,,
12-06-2023 18:17:22.398,2657,30,11,16,-8,,,
12-06-2023 18:17:22.415,2658,27,12,16,-8,,,
12-06-2023 18:17:22.433,2659,21,10,43,-4,,,
12-06-2023 18:17:22.455,2660,17,9,57,-8,,,
12-06-2023 18:17:22.475,2661,11,9,52,-9,,,
12-06-2023 18:17:22.495,2662,13,9,41,-10,,,
12-06-2023 18:17:22.517,2663,11,7,31,-10,,,
12-06-2023 18:17:22.533,2664,12,7,28,-8,,,
12-06-2023 18:17:22.555,2665,13,8,22,-6,,,
12-06-2023 18:17:22.576,2666,14,8,19,-5,,,
12-06-2023 18:17:22.597,2667,14,7,16,-1,,,
12-06-2023 18:17:22.615,2668,14,7,15,-1,,,
12-06-2023 18:17:22.633,2669,15,6,15,-1,,,
12-06-2023 18:17:22.653,2670,15,6,18,0,,,
12-06-2023 18:17:22.673,2671,15,6,26,2,,,
12-06-2023 18:17:22.694,2672,15,6,30,2,,,
12-06-2023 18:17:22.714,2673,15,6,34,1,,,
12-06-2023 18:17:22.732,2674,16,6,38,3,,,
12-06-2023 18:17:22.754,2675,16,6,43,2,,,
12-06-2023 18:17:22.772,2676,16,6,45,-1,,,
12-06-2023 18:17:22.798,2677,14,6,44,-6,,,
12-06-2023 18:17:22.812,2678,14,6,44,-6,,,
12-06-2023 18:17:22.832,2679,16,7,42,-4,,,
12-06-2023 18:17:22.853,2680,25,6,37,-3,,,
12-06-2023 18:17:22.875,2681,33,4,29,-3,,,
12-06-2023 18:17:22.896,2682,42,8,21,-3,,,
12-06-2023 18:17:22.917,2683,33,8,14,-3,,,
12-06-2023 18:17:22.932,2684,33,8,14,-3,,,
12-06-2023 18:17:22.952,2685,21,6,15,-3,,,
12-06-2023 18:17:22.971,2686,12,6,13,-4,,,
12-06-2023 18:17:22.991,2687,10,8,13,-4,,,
12-06-2023 18:17:23.015,2688,6,11,12,-5,,,
12-06-2023 18:17:23.036,2689,5,12,13,-6,,,
12-06-2023 18:17:23.055,2690,5,12,14,-6,,,
12-06-2023 18:17:23.074,2691,11,11,14,-5,,,
12-06-2023 18:17:23.095,2692,17,3,13,-5,,,
12-06-2023 18:17:23.121,2693,21,5,14,-5,,,
12-06-2023 18:17:23.135,2694,24,5,14,-5,,,
12-06-2023 18:17:23.151,2695,29,4,14,-5,,,
12-06-2023 18:17:23.176,2696,33,4,14,-6,,,
12-06-2023 18:17:23.194,2697,35,4,15,-6,,,
12-06-2023 18:17:23.216,2698,36,8,15,-6,,,
12-06-2023 18:17:23.235,2699,35,10,13,-4,,,
12-06-2023 18:17:23.253,2700,33,11,16,-5,,,
12-06-2023 18:17:23.273,2701,29,11,21,-5,,,
12-06-2023 18:17:23.296,2702,25,9,27,-2,,,
12-06-2023 18:17:23.312,2703,22,9,36,-3,,,
12-06-2023 18:17:23.333,2704,15,9,44,-7,,,
12-06-2023 18:17:23.353,2705,13,8,38,-7,,,
12-06-2023 18:17:23.376,2706,7,10,19,-7,,,
12-06-2023 18:17:23.393,2707,6,10,18,-8,,,
12-06-2023 18:17:23.417,2708,7,9,7,-11,,,
12-06-2023 18:17:23.433,2709,7,9,1,-13,,,
12-06-2023 18:17:23.452,2710,8,9,-1,-15,,,
12-06-2023 18:17:23.473,2711,9,9,-2,-13,,,
12-06-2023 18:17:23.496,2712,10,8,2,-14,,,
12-06-2023 18:17:23.514,2713,11,8,7,-11,,,
12-06-2023 18:17:23.535,2714,11,8,8,-9,,,
12-06-2023 18:17:23.555,2715,11,8,10,-10,,,
12-06-2023 18:17:23.573,2716,12,7,15,-11,,,
12-06-2023 18:17:23.594,2717,11,7,18,-11,,,
12-06-2023 18:17:23.615,2718,12,7,23,-10,,,
12-06-2023 18:17:23.634,2719,13,7,29,-10,,,
12-06-2023 18:17:23.654,2720,13,7,31,-12,,,
12-06-2023 18:17:23.674,2721,13,6,32,-13,,,
12-06-2023 18:17:23.694,2722,17,6,32,-10,,,
