Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
12-06-2023 17:55:05.542,2168,11,7,24,-12,,,,
12-06-2023 17:55:05.565,2169,10,7,28,-3,,,,
12-06-2023 17:55:05.580,2170,8,8,25,-2,,,,
12-06-2023 17:55:05.601,2171,7,8,22,-6,,,,
12-06-2023 17:55:05.622,2172,13,6,24,-2,,,,
12-06-2023 17:55:05.642,2173,19,4,22,-4,,,,
12-06-2023 17:55:05.663,2174,27,5,20,-4,,,,
12-06-2023 17:55:05.685,2175,30,7,16,-5,,,,
12-06-2023 17:55:05.704,2176,35,6,15,-4,,,,
12-06-2023 17:55:05.725,2177,32,11,12,-4,,,,
12-06-2023 17:55:05.743,2178,27,11,12,-5,,,,
12-06-2023 17:55:05.763,2179,15,13,10,-5,,,,
12-06-2023 17:55:05.786,2180,14,17,9,-6,,,,
12-06-2023 17:55:05.802,2181,9,20,9,-8,,,,
12-06-2023 17:55:05.823,2182,4,22,7,-8,,,,
12-06-2023 17:55:05.843,2183,1,24,4,-8,,,,
12-06-2023 17:55:05.860,2184,1,23,3,-8,,,,
12-06-2023 17:55:05.882,2185,3,20,3,-8,,,,
12-06-2023 17:55:05.902,2186,11,20,5,-8,,,,
12-06-2023 17:55:05.920,2187,14,15,5,-8,,,,
12-06-2023 17:55:05.942,2188,17,7,7,-7,,,,
12-06-2023 17:55:05.961,2189,21,10,8,-6,,,,
12-06-2023 17:55:05.981,2190,23,9,7,-6,,,,
12-06-2023 17:55:06.001,2191,25,5,9,-8,,,,
12-06-2023 17:55:06.021,2192,21,8,15,-8,,,,
12-06-2023 17:55:06.041,2193,18,7,18,-6,,,,
12-06-2023 17:55:06.062,2194,17,5,32,-5,,,,
12-06-2023 17:55:06.084,2195,19,3,30,-9,,,,
12-06-2023 17:55:06.099,2196,18,3,23,-7,,,,
12-06-2023 17:55:06.121,2197,17,2,19,-6,,,,
12-06-2023 17:55:06.142,2198,15,3,10,-10,,,,
12-06-2023 17:55:06.158,2199,13,4,8,-12,,,,
12-06-2023 17:55:06.182,2200,9,6,10,-14,,,,
12-06-2023 17:55:06.201,2201,6,8,15,-11,,,,
12-06-2023 17:55:06.220,2202,4,8,17,-7,,,,
12-06-2023 17:55:06.239,2203,3,9,15,-7,,,,
12-06-2023 17:55:06.263,2204,6,8,20,-7,,,,
12-06-2023 17:55:06.279,2205,4,7,17,-5,,,,
12-06-2023 17:55:06.301,2206,10,6,18,-4,,,,
12-06-2023 17:55:06.321,2207,19,7,17,-4,,,,
12-06-2023 17:55:06.339,2208,24,6,17,-4,,,,
12-06-2023 17:55:06.362,2209,25,11,17,-3,,,,
12-06-2023 17:55:06.379,2210,17,11,16,-4,,,,
12-06-2023 17:55:06.402,2211,11,12,14,-5,,,,
12-06-2023 17:55:06.418,2212,9,14,14,-6,,,,
12-06-2023 17:55:06.439,2213,4,18,11,-6,,,,
12-06-2023 17:55:06.460,2214,3,20,10,-7,,,,
12-06-2023 17:55:06.483,2215,4,20,5,-8,,,,
12-06-2023 17:55:06.500,2216,7,19,2,-9,,,,
12-06-2023 17:55:06.526,2217,10,14,4,-8,,,,
12-06-2023 17:55:06.542,2218,13,10,5,-8,,,,
12-06-2023 17:55:06.562,2219,17,10,6,-7,,,,
12-06-2023 17:55:06.580,2220,19,11,7,-6,,,,
12-06-2023 17:55:06.601,2221,23,9,8,-5,,,,
12-06-2023 17:55:06.620,2222,24,8,9,-8,,,,
12-06-2023 17:55:06.642,2223,24,9,11,-10,,,,
12-06-2023 17:55:06.663,2224,24,9,13,-7,,,,
12-06-2023 17:55:06.683,2225,21,9,28,-8,,,,
12-06-2023 17:55:06.702,2226,19,7,27,-11,,,,
12-06-2023 17:55:06.719,2227,18,6,20,-14,,,,
12-06-2023 17:55:06.739,2228,18,5,15,-14,,,,
12-06-2023 17:55:06.761,2229,14,3,13,-16,,,,
12-06-2023 17:55:06.779,2230,13,4,8,-12,,,,
12-06-2023 17:55:06.804,2231,9,5,10,-8,,,,
12-06-2023 17:55:06.825,2232,6,7,13,-8,,,,
12-06-2023 17:55:06.843,2233,5,8,15,-10,,,,
12-06-2023 17:55:06.861,2234,3,9,21,-2,,,,
12-06-2023 17:55:06.884,2235,6,8,20,-3,,,,
12-06-2023 17:55:06.900,2236,7,7,23,-5,,,,
12-06-2023 17:55:06.922,2237,7,8,24,-2,,,,
12-06-2023 17:55:06.942,2238,9,8,25,-2,,,,
12-06-2023 17:55:06.960,2239,18,9,24,-1,,,,
12-06-2023 17:55:06.981,2240,24,7,23,-1,,,,
12-06-2023 17:55:07.002,2241,28,6,23,-1,,,,
12-06-2023 17:55:07.020,2242,35,8,21,-3,,,,
12-06-2023 17:55:07.039,2243,34,11,20,-4,,,,
12-06-2023 17:55:07.060,2244,30,10,17,-4,,,,
12-06-2023 17:55:07.080,2245,21,12,14,-5,,,,
12-06-2023 17:55:07.100,2246,11,14,12,-6,,,,
12-06-2023 17:55:07.121,2247,9,16,10,-7,,,,
12-06-2023 17:55:07.140,2248,6,18,7,-7,,,,
12-06-2023 17:55:07.161,2249,7,18,3,-8,,,,
12-06-2023 17:55:07.182,2250,9,17,3,-8,,,,
12-06-2023 17:55:07.204,2251,13,13,4,-8,,,,
12-06-2023 17:55:07.221,2252,17,8,6,-7,,,,
12-06-2023 17:55:07.241,2253,19,10,6,-7,,,,
12-06-2023 17:55:07.263,2254,22,10,6,-7,,,,
12-06-2023 17:55:07.279,2255,25,7,7,-8,,,,
12-06-2023 17:55:07.302,2256,20,7,12,-7,,,,
12-06-2023 17:55:07.325,2257,18,6,15,-5,,,,
12-06-2023 17:55:07.339,2258,16,5,31,-7,,,,
12-06-2023 17:55:07.363,2259,14,4,18,-8,,,,
12-06-2023 17:55:07.384,2260,14,3,14,-8,,,,
12-06-2023 17:55:07.402,2261,11,4,12,-10,,,,
12-06-2023 17:55:07.424,2262,9,5,7,-14,,,,
12-06-2023 17:55:07.444,2263,8,6,7,-14,,,,
12-06-2023 17:55:07.462,2264,5,6,8,-14,,,,
12-06-2023 17:55:07.481,2265,4,7,9,-13,,,,
12-06-2023 17:55:07.498,2266,2,7,13,-13,,,,
12-06-2023 17:55:07.521,2267,0,8,20,-12,,,,
