Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8
09-06-2023 11:01:32.074,3526,19,4,19,-5,,,
09-06-2023 11:01:32.092,3527,19,4,19,-5,,,
09-06-2023 11:01:32.111,3528,19,4,19,-4,,,
09-06-2023 11:01:32.131,3529,19,4,19,-4,,,
09-06-2023 11:01:32.152,3530,19,4,19,-4,,,START STAND1
09-06-2023 11:01:32.169,3531,19,4,19,-4,,,
09-06-2023 11:01:32.191,3532,19,4,19,-4,,,
09-06-2023 11:01:32.210,3533,19,4,19,-4,,,
09-06-2023 11:01:32.230,3534,19,4,19,-4,,,
09-06-2023 11:01:32.252,3535,19,4,19,-4,,,
09-06-2023 11:01:32.270,3536,19,4,19,-4,,,
09-06-2023 11:01:32.291,3537,19,4,19,-4,,,
09-06-2023 11:01:32.312,3538,19,4,19,-4,,,
09-06-2023 11:01:32.330,3539,19,4,19,-4,,,
09-06-2023 11:01:32.351,3540,19,4,19,-4,,,
09-06-2023 11:01:32.370,3541,19,4,19,-4,,,
09-06-2023 11:01:32.391,3542,19,4,19,-4,,,
09-06-2023 11:01:32.411,3543,19,4,19,-4,,,
09-06-2023 11:01:32.433,3544,19,4,19,-4,,,
09-06-2023 11:01:32.451,3545,19,4,19,-4,,,
09-06-2023 11:01:32.473,3546,19,4,19,-4,,,
09-06-2023 11:01:32.493,3547,19,4,19,-4,,,
09-06-2023 11:01:32.512,3548,19,4,19,-4,,,
09-06-2023 11:01:32.533,3549,19,4,19,-4,,,
09-06-2023 11:01:32.554,3550,19,4,19,-4,,,
09-06-2023 11:01:32.573,3551,19,4,19,-4,,,
09-06-2023 11:01:32.591,3552,19,4,19,-4,,,
09-06-2023 11:01:32.612,3553,19,4,19,-4,,,
09-06-2023 11:01:32.635,3554,19,4,19,-4,,,
09-06-2023 11:01:32.654,3555,19,4,19,-4,,,
09-06-2023 11:01:32.673,3556,19,4,19,-4,,,
09-06-2023 11:01:32.693,3557,19,4,19,-4,,,
09-06-2023 11:01:32.712,3558,19,4,19,-4,,,
09-06-2023 11:01:32.732,3559,19,4,19,-4,,,
09-06-2023 11:01:32.753,3560,19,4,19,-4,,,
09-06-2023 11:01:32.773,3561,19,4,19,-4,,,
09-06-2023 11:01:32.793,3562,19,4,19,-4,,,
09-06-2023 11:01:32.812,3563,19,4,19,-4,,,
09-06-2023 11:01:32.833,3564,19,4,19,-4,,,
09-06-2023 11:01:32.850,3565,19,4,19,-4,,,
09-06-2023 11:01:32.873,3566,19,4,19,-4,,,
09-06-2023 11:01:32.893,3567,19,4,19,-4,,,
09-06-2023 11:01:32.914,3568,19,4,19,-4,,,
09-06-2023 11:01:32.931,3569,19,4,19,-4,,,
09-06-2023 11:01:32.953,3570,19,4,19,-4,,,
09-06-2023 11:01:32.971,3571,19,4,19,-4,,,
09-06-2023 11:01:32.991,3572,19,4,19,-4,,,
09-06-2023 11:01:33.012,3573,19,4,19,-4,,,
09-06-2023 11:01:33.034,3574,19,4,19,-4,,,
09-06-2023 11:01:33.053,3575,19,4,19,-4,,,
09-06-2023 11:01:33.071,3576,19,4,19,-4,,,
09-06-2023 11:01:33.093,3577,19,4,19,-4,,,
09-06-2023 11:01:33.113,3578,19,4,19,-4,,,
09-06-2023 11:01:33.131,3579,19,4,19,-4,,,
