Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll
12-06-2023 17:45:05.562,0,19,5,18,-5
12-06-2023 17:45:05.578,1,19,5,18,-5
12-06-2023 17:45:05.597,2,19,5,18,-5
12-06-2023 17:45:05.617,3,19,5,18,-5
12-06-2023 17:45:05.638,4,19,5,18,-5
12-06-2023 17:45:05.658,5,19,5,18,-5
12-06-2023 17:45:05.678,6,19,5,18,-5
12-06-2023 17:45:05.703,7,19,5,18,-5
12-06-2023 17:45:05.717,8,19,5,18,-5
12-06-2023 17:45:05.740,9,19,5,18,-5
12-06-2023 17:45:05.757,10,19,5,18,-5
12-06-2023 17:45:05.776,11,19,5,18,-5
12-06-2023 17:45:05.797,12,19,5,18,-5
12-06-2023 17:45:05.817,13,19,6,18,-5
12-06-2023 17:45:05.837,14,19,6,18,-5
12-06-2023 17:45:05.860,15,19,6,18,-5
12-06-2023 17:45:05.877,16,19,6,18,-5
12-06-2023 17:45:05.900,17,19,6,18,-5
12-06-2023 17:45:05.920,18,19,6,18,-5
12-06-2023 17:45:05.938,19,19,6,18,-5
12-06-2023 17:45:05.958,20,19,6,18,-5
12-06-2023 17:45:05.977,21,19,6,18,-5
12-06-2023 17:45:05.997,22,19,6,18,-5
12-06-2023 17:45:06.019,23,19,6,18,-5
12-06-2023 17:45:06.042,24,19,6,18,-5
12-06-2023 17:45:06.058,25,19,6,18,-5
12-06-2023 17:45:06.077,26,19,6,18,-5
12-06-2023 17:45:06.098,27,19,6,18,-5
12-06-2023 17:45:06.117,28,19,6,18,-5
12-06-2023 17:45:06.139,29,19,6,18,-5
12-06-2023 17:45:06.157,30,19,6,18,-5
12-06-2023 17:45:06.177,31,19,6,18,-5
12-06-2023 17:45:06.197,32,19,6,18,-5
12-06-2023 17:45:06.216,33,19,5,18,-5
12-06-2023 17:45:06.236,34,19,5,18,-5
12-06-2023 17:45:06.256,35,19,5,18,-5
12-06-2023 17:45:06.279,36,19,5,18,-5
12-06-2023 17:45:06.296,37,19,5,18,-5
12-06-2023 17:45:06.317,38,19,5,18,-5
12-06-2023 17:45:06.338,39,19,5,18,-5
12-06-2023 17:45:06.357,40,19,5,18,-5
12-06-2023 17:45:06.379,41,19,5,18,-5
12-06-2023 17:45:06.400,42,19,5,18,-5
12-06-2023 17:45:06.418,43,19,5,18,-5
12-06-2023 17:45:06.436,44,19,5,18,-5
12-06-2023 17:45:06.456,45,19,5,18,-5
12-06-2023 17:45:06.478,46,19,5,18,-5
12-06-2023 17:45:06.498,47,19,5,18,-5
12-06-2023 17:45:06.517,48,19,5,18,-5
