Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,,,,
12-06-2023 17:35:15.606,84,19,4,18,-4,,,,
12-06-2023 17:35:15.624,85,19,4,18,-4,,,,
12-06-2023 17:35:15.646,86,19,4,18,-4,,,,
12-06-2023 17:35:15.667,87,19,4,18,-4,,,,
12-06-2023 17:35:15.689,88,19,4,18,-4,,,,
12-06-2023 17:35:15.706,89,19,4,18,-4,,,,
12-06-2023 17:35:15.729,90,19,4,18,-4,,,,
12-06-2023 17:35:15.748,91,19,4,18,-4,,,,
12-06-2023 17:35:15.769,92,19,4,18,-4,,,,
12-06-2023 17:35:15.785,93,19,4,18,-4,,,,
12-06-2023 17:35:15.806,94,19,4,18,-4,,,,
12-06-2023 17:35:15.826,95,19,4,18,-4,,,,
12-06-2023 17:35:15.845,96,19,4,18,-4,,,,
12-06-2023 17:35:15.866,97,19,4,18,-4,,,,
12-06-2023 17:35:15.886,98,19,4,18,-4,,,,
12-06-2023 17:35:15.907,99,19,4,18,-4,,,,
12-06-2023 17:35:15.926,100,19,4,18,-4,,,,
12-06-2023 17:35:15.952,101,19,4,18,-4,,,,
12-06-2023 17:35:15.966,102,19,4,18,-4,,,,
12-06-2023 17:35:15.987,103,19,4,18,-4,,,,
12-06-2023 17:35:16.008,104,19,4,18,-4,,,,
12-06-2023 17:35:16.025,105,19,4,18,-4,,,,
12-06-2023 17:35:16.048,106,19,4,18,-4,,,,
12-06-2023 17:35:16.065,107,19,4,18,-4,,,,
12-06-2023 17:35:16.086,108,19,4,18,-4,,,,
12-06-2023 17:35:16.106,109,19,4,18,-4,,,,
12-06-2023 17:35:16.129,110,19,4,18,-4,,,,
12-06-2023 17:35:16.146,111,19,4,18,-4,,,,
12-06-2023 17:35:16.167,112,19,4,18,-4,,,,
12-06-2023 17:35:16.185,113,19,4,18,-4,,,,
12-06-2023 17:35:16.207,114,19,4,18,-4,,,,
12-06-2023 17:35:16.225,115,19,4,18,-4,,,,
12-06-2023 17:35:16.251,116,19,4,18,-4,,,,
12-06-2023 17:35:16.265,117,19,4,18,-4,,,,
12-06-2023 17:35:16.287,118,19,4,18,-4,,,,
12-06-2023 17:35:16.304,119,19,4,18,-4,,,,
12-06-2023 17:35:16.331,120,19,4,18,-4,,,,
12-06-2023 17:35:16.347,121,19,4,18,-4,,,,
12-06-2023 17:35:16.364,122,19,4,18,-4,,,,
12-06-2023 17:35:16.390,123,19,4,18,-4,,,,
12-06-2023 17:35:16.405,124,19,4,18,-4,,,,
12-06-2023 17:35:16.427,125,19,4,18,-4,,,,
12-06-2023 17:35:16.451,126,19,4,18,-4,,,,
12-06-2023 17:35:16.469,127,19,4,18,-4,,,,
12-06-2023 17:35:16.485,128,19,4,18,-4,,,,
12-06-2023 17:35:16.505,129,19,4,18,-4,,,,
12-06-2023 17:35:16.525,130,19,4,18,-4,,,,
12-06-2023 17:35:16.549,131,19,4,18,-4,,,,
12-06-2023 17:35:16.565,132,19,4,18,-4,,,,
12-06-2023 17:35:16.587,133,19,4,18,-4,,,,
12-06-2023 17:35:16.604,134,19,4,18,-4,,,,
12-06-2023 17:35:16.625,135,19,4,18,-4,,,,
12-06-2023 17:35:16.646,136,19,4,18,-4,,,,
12-06-2023 17:35:16.665,137,19,4,18,-4,,,,
12-06-2023 17:35:16.684,138,19,4,18,-4,,,,
12-06-2023 17:35:16.706,139,19,4,18,-4,,,,
12-06-2023 17:35:16.729,140,19,4,18,-4,,,,
12-06-2023 17:35:16.747,141,19,4,18,-4,,,,
12-06-2023 17:35:16.766,142,19,4,18,-4,,,,
12-06-2023 17:35:16.786,143,19,4,18,-4,,,,
12-06-2023 17:35:16.805,144,19,4,18,-4,,,,
12-06-2023 17:35:16.825,145,19,4,18,-4,,,,
12-06-2023 17:35:16.847,146,19,4,18,-4,,,,
12-06-2023 17:35:16.867,147,19,4,18,-4,,,,
12-06-2023 17:35:16.886,148,19,4,18,-4,,,,
12-06-2023 17:35:16.906,149,19,4,18,-4,,,,
12-06-2023 17:35:16.925,150,19,4,18,-4,,,,
12-06-2023 17:35:16.949,151,19,4,18,-4,,,,
