Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,X_Vel,Z_Vel,Notes1,Notes2,Notes3,Notes4
26-06-2023 09:45:08.073,0,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.090,1,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.111,2,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.129,3,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.148,4,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.168,5,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.192,6,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.208,7,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.231,8,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.248,9,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.271,10,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.289,11,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.311,12,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.329,13,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.349,14,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.368,15,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.391,16,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.408,17,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.429,18,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.449,19,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.471,20,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.488,21,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.509,22,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.528,23,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.549,24,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.569,25,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.591,26,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.609,27,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.630,28,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.650,29,32,11,19,-6,,,CUTOFF,,,
26-06-2023 09:45:08.670,30,32,11,19,-6,,,CUTOFF,,,
