Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,X_Vel,Z_Vel,Notes1,Notes2,Notes3,Notes4,Classification
26-06-2023 09:38:09.836,0,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.849,1,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.868,2,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.890,3,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.908,4,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.926,5,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.947,6,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.973,7,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:09.988,8,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.008,9,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.025,10,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.046,11,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.066,12,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.088,13,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.107,14,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.127,15,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.145,16,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.167,17,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.187,18,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.208,19,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.230,20,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.246,21,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.267,22,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.287,23,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.307,24,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.331,25,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.351,26,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.367,27,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.389,28,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.410,29,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.427,30,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.447,31,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.469,32,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.487,33,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.511,34,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.529,35,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.547,36,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.567,37,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.589,38,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.610,39,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.629,40,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.647,41,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.668,42,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.690,43,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.710,44,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.729,45,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.749,46,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.767,47,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.788,48,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.807,49,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.827,50,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.850,51,24,25,26,-5,,0,CUTOFF,,,,
26-06-2023 09:38:10.871,52,24,25,26,-5,,0,CUTOFF,,,,
