Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,X_Vel,Z_Vel,Notes1,Notes2,Notes3,Notes4,Classification
25-07-2023 08:45:50.033,0,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.053,1,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.072,2,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.093,3,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.113,4,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.133,5,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.153,6,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.172,7,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.193,8,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.211,9,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.232,10,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.252,11,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.272,12,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.292,13,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.313,14,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.332,15,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.352,16,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.373,17,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.391,18,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.412,19,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.431,20,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.453,21,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.472,22,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.493,23,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.514,24,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.533,25,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.553,26,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.572,27,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.592,28,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.612,29,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.633,30,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.654,31,20,3,19,-6,,,CUTOFF,,,,
25-07-2023 08:45:50.672,32,20,3,19,-6,,,CUTOFF,,,,
