Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,X_Vel,Z_Vel,Notes1,Notes2,Notes3,Notes426-06-2023 10:03:27.131,0,19,3,17,-4
26-06-2023 10:03:27.150,1,19,3,17,-4
26-06-2023 10:03:27.170,2,19,3,17,-4
26-06-2023 10:03:27.191,3,19,3,17,-4
26-06-2023 10:03:27.208,4,19,3,17,-4
26-06-2023 10:03:27.229,5,19,3,17,-4
26-06-2023 10:03:27.251,6,19,3,17,-4
26-06-2023 10:03:27.271,7,19,3,17,-4
26-06-2023 10:03:27.290,8,19,3,17,-4
26-06-2023 10:03:27.310,9,19,3,17,-4
26-06-2023 10:03:27.328,10,19,3,17,-4
26-06-2023 10:03:27.351,11,19,3,17,-4
26-06-2023 10:03:27.370,12,19,3,17,-4
26-06-2023 10:03:27.388,13,19,3,17,-4
26-06-2023 10:03:27.411,14,19,3,17,-4
26-06-2023 10:03:27.431,15,19,3,17,-4
26-06-2023 10:03:27.447,16,19,3,17,-4
26-06-2023 10:03:27.471,17,19,3,17,-4
26-06-2023 10:03:27.492,18,19,3,17,-4
26-06-2023 10:03:27.512,19,19,3,17,-4
26-06-2023 10:03:27.527,20,19,3,17,-4
26-06-2023 10:03:27.547,21,19,3,17,-4
26-06-2023 10:03:27.571,22,19,3,17,-4
26-06-2023 10:03:27.590,23,19,4,17,-4
26-06-2023 10:03:27.609,24,19,4,17,-4
26-06-2023 10:03:27.631,25,19,3,17,-4
26-06-2023 10:03:27.648,26,19,3,17,-4
26-06-2023 10:03:27.672,27,19,4,17,-4
26-06-2023 10:03:27.692,28,19,3,17,-4
26-06-2023 10:03:27.708,29,19,4,17,-4
26-06-2023 10:03:27.730,30,19,4,17,-4
26-06-2023 10:03:27.751,31,19,4,17,-4
26-06-2023 10:03:27.773,32,19,4,17,-4
26-06-2023 10:03:27.792,33,19,4,17,-4
26-06-2023 10:03:27.812,34,19,4,17,-4
26-06-2023 10:03:27.829,35,19,4,17,-4
26-06-2023 10:03:27.853,36,19,4,17,-4
26-06-2023 10:03:27.875,37,19,4,17,-4
26-06-2023 10:03:27.890,38,19,4,17,-4
26-06-2023 10:03:27.909,39,19,4,17,-4
26-06-2023 10:03:27.930,40,19,4,17,-4
26-06-2023 10:03:27.953,41,19,4,17,-4
26-06-2023 10:03:27.969,42,19,4,17,-4
26-06-2023 10:03:27.992,43,19,4,17,-4
26-06-2023 10:03:28.011,44,19,4,17,-4
26-06-2023 10:03:28.028,45,19,4,17,-4
26-06-2023 10:03:28.051,46,19,4,17,-4
26-06-2023 10:03:28.070,47,19,4,17,-4
26-06-2023 10:03:28.089,48,19,4,17,-4
26-06-2023 10:03:28.108,49,19,4,17,-4
26-06-2023 10:03:28.129,50,19,4,17,-4
26-06-2023 10:03:28.152,51,19,4,17,-4
26-06-2023 10:03:28.170,52,19,4,17,-4
26-06-2023 10:03:28.190,53,19,4,17,-4
26-06-2023 10:03:28.209,54,19,4,17,-4
26-06-2023 10:03:28.228,55,19,4,17,-4
26-06-2023 10:03:28.252,56,19,4,17,-4
26-06-2023 10:03:28.269,57,19,4,17,-4
26-06-2023 10:03:28.288,58,19,4,17,-4
26-06-2023 10:03:28.311,59,19,4,17,-4
26-06-2023 10:03:28.328,60,19,4,17,-4
26-06-2023 10:03:28.351,61,19,4,17,-4
26-06-2023 10:03:28.369,62,19,4,17,-4
26-06-2023 10:03:28.391,63,19,4,17,-4
26-06-2023 10:03:28.411,64,19,4,17,-4
26-06-2023 10:03:28.429,65,19,4,17,-4
26-06-2023 10:03:28.453,66,19,4,17,-4
26-06-2023 10:03:28.471,67,19,4,17,-4
26-06-2023 10:03:28.493,68,19,4,17,-4
26-06-2023 10:03:28.509,69,19,4,17,-4
26-06-2023 10:03:28.530,70,19,4,17,-4
26-06-2023 10:03:28.548,71,19,4,17,-4
26-06-2023 10:03:28.570,72,19,4,17,-4
26-06-2023 10:03:28.590,73,19,4,17,-4
26-06-2023 10:03:28.611,74,19,4,17,-4
26-06-2023 10:03:28.628,75,19,4,17,-4
26-06-2023 10:03:28.655,76,19,4,17,-4
