Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,X_Vel,Z_Vel,Notes1,Notes2,Notes3,Notes4,Classification
25-07-2023 09:19:51.433,0,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.453,1,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.472,2,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.494,3,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.515,4,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.535,5,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.555,6,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.585,7,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.595,8,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.616,9,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.632,10,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.651,11,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.672,12,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.696,13,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.711,14,35,-5,19,-8,,,CUTOFF,,,,
25-07-2023 09:19:51.731,15,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.760,16,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.777,17,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.791,18,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.813,19,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.830,20,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.853,21,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.876,22,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.894,23,35,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.914,24,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.933,25,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.951,26,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.972,27,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:51.993,28,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.013,29,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.032,30,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.056,31,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.072,32,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.092,33,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.112,34,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.134,35,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.157,36,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.175,37,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.191,38,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.215,39,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.240,40,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.254,41,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.271,42,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.294,43,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.311,44,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.332,45,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.353,46,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.375,47,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.396,48,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.413,49,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.432,50,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.455,51,34,-5,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.475,52,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.494,53,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.514,54,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.531,55,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.556,56,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.576,57,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.596,58,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.619,59,34,-4,19,-9,,,CUTOFF,,,,
25-07-2023 09:19:52.636,60,34,-4,19,-9,,,CUTOFF,,,,
